time,ticker,action,quantity,price
2025-02-11,NFLX,BUY,771.0,102.08
2025-02-11,NVDA,BUY,282.0,132.58
2025-02-11,SPY,SELL,318.0,602.55
2025-02-12,DIA,BUY,0.0,442.34
2025-02-12,AMD,BUY,510.0,109.52
2025-02-12,IVV,SELL,321.0,602.11
2025-02-12,NFLX,BUY,781.0,100.55
2025-02-12,NVDA,BUY,288.0,130.02
2025-02-12,QQQ,SELL,257.0,522.3
2025-02-12,SPY,SELL,323.0,599.2
2025-02-13,QQQ,BUY,0.0,529.98
2025-02-13,AMD,BUY,514.0,112.0
2025-02-13,DIA,SELL,486.0,445.33
2025-02-13,IVV,SELL,326.0,607.41
2025-02-13,NFLX,BUY,772.0,102.66
2025-02-13,NVDA,BUY,296.0,131.56
2025-02-13,SPY,SELL,328.0,604.48
2025-02-14,NVDA,SELL,0.0,136.48
2025-02-14,AMD,BUY,522.0,112.65
2025-02-14,DIA,SELL,481.0,447.1
2025-02-14,IVV,SELL,319.0,612.92
2025-02-14,NFLX,BUY,768.0,104.5
2025-02-14,SPY,SELL,322.0,609.94
2025-02-14,WMT,BUY,1348.0,105.3
2025-02-18,WMT,SELL,0.0,103.72
2025-02-18,AMD,BUY,521.0,114.05
2025-02-18,DIA,SELL,488.0,445.28
2025-02-18,IVV,SELL,324.0,613.86
2025-02-18,NFLX,BUY,766.0,106.0
2025-02-18,NVDA,BUY,284.0,141.27
2025-02-18,SPY,SELL,327.0,610.88
2025-02-19,AMD,BUY,522.0,114.25
2025-02-19,DIA,SELL,496.0,444.78
2025-02-19,IVV,SELL,328.0,613.09
2025-02-19,NFLX,BUY,773.0,103.52
2025-02-19,NVDA,BUY,287.0,139.51
2025-02-19,SPY,SELL,331.0,610.08
2025-02-20,AMD,BUY,528.0,115.01
2025-02-20,DIA,SELL,503.0,445.27
2025-02-20,IVV,SELL,333.0,614.53
2025-02-20,NFLX,BUY,779.0,104.2
2025-02-20,NVDA,BUY,292.0,140.03
2025-02-20,SPY,SELL,335.0,611.54
2025-02-21,DIA,BUY,0.0,439.1
2025-02-21,AMD,BUY,539.0,114.85
2025-02-21,IVV,SELL,337.0,613.14
2025-02-21,NFLX,BUY,790.0,102.94
2025-02-21,NVDA,BUY,295.0,140.04
2025-02-21,QQQ,SELL,270.0,538.38
2025-02-21,SPY,SELL,339.0,610.16
2025-02-24,NFLX,SELL,0.0,100.8
2025-02-24,AMD,BUY,554.0,111.49
2025-02-24,IVV,SELL,321.0,604.91
2025-02-24,NVDA,BUY,306.0,136.56
2025-02-24,QQQ,SELL,264.0,527.88
2025-02-24,SPY,SELL,323.0,602.02
2025-02-24,UNH,BUY,144.0,466.68
2025-02-25,AMD,BUY,571.0,107.89
2025-02-25,IVV,SELL,326.0,600.04
2025-02-25,NVDA,BUY,317.0,129.98
2025-02-25,QQQ,SELL,266.0,519.24
2025-02-25,SPY,SELL,328.0,597.15
2025-02-25,UNH,BUY,148.0,460.77
2025-02-26,AMD,BUY,586.0,104.95
2025-02-26,IVV,SELL,331.0,598.81
2025-02-26,NVDA,BUY,329.0,129.99
2025-02-26,QQQ,SELL,268.0,515.53
2025-02-26,SPY,SELL,333.0,595.93
2025-02-26,UNH,BUY,145.0,464.65
2025-02-27,AMD,BUY,589.0,105.08
2025-02-27,IVV,SELL,336.0,599.75
2025-02-27,NVDA,BUY,318.0,135.0
2025-02-27,QQQ,SELL,272.0,518.13
2025-02-27,SPY,SELL,338.0,596.85
2025-02-27,UNH,BUY,149.0,466.17
2025-02-28,AMD,BUY,599.0,99.56
2025-02-28,IVV,SELL,326.0,588.41
2025-02-28,NVDA,BUY,326.0,118.02
2025-02-28,QQQ,SELL,260.0,500.13
2025-02-28,SPY,SELL,328.0,585.56
2025-02-28,UNH,BUY,148.0,467.0
2025-03-03,AMD,BUY,605.0,101.52
2025-03-03,IVV,SELL,308.0,599.08
2025-03-03,NVDA,BUY,313.0,123.51
2025-03-03,QQQ,SELL,252.0,511.52
2025-03-03,SPY,SELL,310.0,596.18
2025-03-03,UNH,BUY,147.0,474.37
2025-03-04,QQQ,BUY,0.0,494.18
2025-03-04,AMD,BUY,623.0,96.0
2025-03-04,IVV,SELL,299.0,582.46
2025-03-04,NVDA,BUY,324.0,110.65
2025-03-04,PG,SELL,696.0,176.75
2025-03-04,SPY,SELL,301.0,579.71
2025-03-04,UNH,BUY,151.0,469.75
2025-03-05,IVV,BUY,0.0,579.43
2025-03-05,SPY,BUY,0.0,576.69
2025-03-05,AMD,BUY,603.0,100.36
2025-03-05,HYG,SELL,6616.0,79.45
2025-03-05,NVDA,BUY,322.0,117.58
2025-03-05,PG,SELL,702.0,173.38
2025-03-05,UNH,BUY,150.0,471.07
2025-03-05,XLF,SELL,2775.0,49.94
2025-03-06,XLF,BUY,0.0,49.62
2025-03-06,HYG,BUY,0.0,79.43
2025-03-06,AMD,BUY,604.0,99.05
2025-03-06,GLD,SELL,642.0,268.25
2025-03-06,NVDA,BUY,323.0,113.53
2025-03-06,PG,SELL,704.0,174.89
2025-03-06,SPY,SELL,296.0,575.48
2025-03-06,UNH,BUY,151.0,476.0
2025-03-07,NVDA,SELL,0.0,111.25
2025-03-07,SPY,BUY,0.0,570.9
2025-03-07,AMD,BUY,623.0,98.88
2025-03-07,GLD,SELL,650.0,269.09
2025-03-07,PG,SELL,715.0,174.09
2025-03-07,UNH,BUY,147.0,483.83
2025-03-07,WMT,BUY,942.0,93.94
2025-03-07,XLF,SELL,2788.0,49.2
2025-03-10,WMT,SELL,0.0,89.76
2025-03-10,AMD,BUY,618.0,98.57
2025-03-10,GLD,SELL,660.0,267.62
2025-03-10,NFLX,BUY,727.0,87.51
2025-03-10,PG,SELL,718.0,176.76
2025-03-10,UNH,BUY,146.0,492.28
2025-03-10,XLF,SELL,2839.0,48.29
2025-03-11,XLF,BUY,0.0,47.95
2025-03-11,AMD,BUY,635.0,96.79
2025-03-11,GLD,SELL,663.0,268.47
2025-03-11,NFLX,BUY,745.0,86.74
2025-03-11,PG,SELL,728.0,175.83
2025-03-11,UNH,BUY,149.0,482.5
2025-03-11,V,SELL,408.0,338.41
2025-03-12,AMD,BUY,644.0,99.05
2025-03-12,GLD,SELL,651.0,268.47
2025-03-12,NFLX,BUY,711.0,91.46
2025-03-12,PG,SELL,725.0,169.7
2025-03-12,UNH,BUY,149.0,483.14
2025-03-12,V,SELL,388.0,335.97
2025-03-13,AMD,BUY,597.0,99.72
2025-03-13,GLD,SELL,657.0,271.57
2025-03-13,NFLX,BUY,689.0,91.3
2025-03-13,PG,SELL,702.0,167.7
2025-03-13,UNH,BUY,153.0,479.45
2025-03-13,V,SELL,394.0,330.99
2025-03-14,V,BUY,0.0,327.21
2025-03-14,AMD,BUY,616.0,99.64
2025-03-14,GLD,SELL,624.0,276.27
2025-03-14,HYG,SELL,6571.0,78.83
2025-03-14,NFLX,BUY,705.0,90.15
2025-03-14,PG,SELL,712.0,167.79
2025-03-14,UNH,BUY,155.0,481.0
2025-03-17,AMD,BUY,592.0,102.6
2025-03-17,GLD,SELL,634.0,275.54
2025-03-17,HYG,SELL,6385.0,78.89
2025-03-17,NFLX,BUY,677.0,94.0
2025-03-17,PG,SELL,726.0,168.37
2025-03-17,UNH,BUY,154.0,487.51
2025-03-18,UNH,SELL,0.0,502.24
2025-03-18,AMD,BUY,562.0,103.85
2025-03-18,GLD,SELL,639.0,279.9
2025-03-18,HYG,SELL,6401.0,79.01
2025-03-18,NFLX,BUY,646.0,94.0
2025-03-18,PG,SELL,721.0,170.07
2025-03-18,WMT,BUY,940.0,87.44
2025-03-19,WMT,SELL,0.0,85.95
2025-03-19,HYG,BUY,0.0,78.96
2025-03-19,AMD,BUY,576.0,104.42
2025-03-19,CVX,SELL,691.0,160.97
2025-03-19,GLD,SELL,630.0,279.85
2025-03-19,MSFT,BUY,259.0,385.53
2025-03-19,NFLX,BUY,662.0,93.58
2025-03-19,PG,SELL,732.0,167.87
2025-03-20,MSFT,SELL,0.0,385.74
2025-03-20,GLD,BUY,0.0,279.49
2025-03-20,AMD,BUY,560.0,105.12
2025-03-20,CVX,SELL,670.0,163.13
2025-03-20,NFLX,BUY,637.0,95.0
2025-03-20,PG,SELL,737.0,168.89
2025-03-20,V,SELL,392.0,339.0
2025-03-20,WMT,BUY,962.0,85.81
2025-03-21,AMD,BUY,562.0,105.33
2025-03-21,CVX,SELL,678.0,164.49
2025-03-21,NFLX,BUY,652.0,94.16
2025-03-21,PG,SELL,751.0,167.14
2025-03-21,V,SELL,399.0,337.37
2025-03-21,WMT,BUY,983.0,85.28
2025-03-24,V,BUY,0.0,338.65
2025-03-24,AMD,BUY,575.0,109.73
2025-03-24,CVX,SELL,688.0,164.69
2025-03-24,GLD,SELL,648.0,278.91
2025-03-24,NFLX,BUY,655.0,96.97
2025-03-24,PG,SELL,765.0,166.43
2025-03-24,WMT,BUY,996.0,86.47
2025-03-25,PG,BUY,0.0,165.3
2025-03-25,AMD,BUY,492.0,113.27
2025-03-25,CVX,SELL,698.0,166.08
2025-03-25,GLD,SELL,655.0,278.78
2025-03-25,NFLX,BUY,655.0,97.82
2025-03-25,WMT,BUY,977.0,86.76
2025-03-25,XLF,SELL,2732.0,50.33
2025-03-26,WMT,SELL,0.0,85.19
2025-03-26,AMD,BUY,496.0,114.11
2025-03-26,CVX,SELL,704.0,167.37
2025-03-26,GLD,SELL,662.0,278.93
2025-03-26,NFLX,BUY,639.0,99.38
2025-03-26,UNH,BUY,157.0,515.2
2025-03-26,XLF,SELL,2751.0,50.58
2025-03-27,UNH,SELL,0.0,516.29
2025-03-27,CVX,BUY,0.0,167.25
2025-03-27,AMD,BUY,507.0,106.11
2025-03-27,GLD,SELL,672.0,280.55
2025-03-27,NFLX,BUY,653.0,97.42
2025-03-27,V,SELL,387.0,344.0
2025-03-27,WMT,BUY,991.0,84.78
2025-03-27,XLF,SELL,2799.0,50.19
2025-03-28,V,BUY,0.0,349.19
2025-03-28,GLD,BUY,0.0,283.82
2025-03-28,AMD,BUY,521.0,105.53
2025-03-28,CVX,SELL,711.0,166.7
2025-03-28,NFLX,BUY,659.0,97.2
2025-03-28,PG,SELL,726.0,169.38
2025-03-28,WMT,BUY,1000.0,85.43
2025-03-28,XLF,SELL,2848.0,50.03
2025-03-31,AMD,BUY,537.0,100.24
2025-03-31,CVX,SELL,723.0,166.19
2025-03-31,NFLX,BUY,663.0,92.05
2025-03-31,PG,SELL,740.0,168.1
2025-03-31,WMT,BUY,1021.0,84.76
2025-03-31,XLF,SELL,2810.0,48.72
2025-04-01,WMT,SELL,0.0,87.54
2025-04-01,XLF,BUY,0.0,49.62
2025-04-01,AMD,BUY,548.0,102.16
2025-04-01,CVX,SELL,727.0,167.29
2025-04-01,DIA,SELL,403.0,418.41
2025-04-01,MU,BUY,462.0,88.53
2025-04-01,NFLX,BUY,675.0,92.75
2025-04-01,PG,SELL,727.0,170.57
2025-04-02,MU,SELL,0.0,87.13
2025-04-02,DIA,BUY,0.0,416.37
2025-04-02,AMD,BUY,557.0,101.52
2025-04-02,CVX,SELL,732.0,167.4
2025-04-02,GLD,SELL,645.0,288.28
2025-04-02,NFLX,BUY,688.0,92.3
2025-04-02,PG,SELL,738.0,170.07
2025-04-02,WMT,BUY,954.0,88.2
2025-04-03,PG,BUY,0.0,174.23
2025-04-03,AMD,BUY,564.0,97.79
2025-04-03,CVX,SELL,738.0,160.12
2025-04-03,GLD,SELL,654.0,282.78
2025-04-03,NFLX,BUY,693.0,90.18
2025-04-03,WMT,BUY,954.0,86.28
2025-04-03,XLF,SELL,2814.0,48.2
2025-04-04,WMT,SELL,0.0,85.64
2025-04-04,XLF,BUY,0.0,46.07
2025-04-04,AMD,BUY,541.0,90.1
2025-04-04,CVX,SELL,590.0,151.76
2025-04-04,GLD,SELL,658.0,283.64
2025-04-04,MU,BUY,438.0,70.65
2025-04-04,NFLX,BUY,711.0,89.65
2025-04-04,PG,SELL,729.0,171.77
2025-04-07,NFLX,SELL,0.0,82.79
2025-04-07,CVX,BUY,0.0,138.73
2025-04-07,PG,BUY,0.0,163.66
2025-04-07,AMD,BUY,541.0,80.68
2025-04-07,GLD,SELL,599.0,278.86
2025-04-07,MU,BUY,461.0,63.94
2025-04-07,PFE,BUY,4243.0,22.14
2025-04-07,TLT,SELL,2144.0,91.88
2025-04-07,V,SELL,264.0,302.07
2025-04-08,TLT,BUY,0.0,89.28
2025-04-08,AMD,BUY,561.0,86.15
2025-04-08,GLD,SELL,570.0,277.87
2025-04-08,MU,BUY,432.0,71.6
2025-04-08,PFE,BUY,4343.0,22.9
2025-04-08,PG,SELL,633.0,162.31
2025-04-08,V,SELL,269.0,322.24
2025-04-09,PFE,SELL,0.0,21.11
2025-04-09,AMD,BUY,582.0,79.22
2025-04-09,GLD,SELL,574.0,282.22
2025-04-09,MU,BUY,455.0,66.2
2025-04-09,NVDA,BUY,413.0,98.89
2025-04-09,PG,SELL,646.0,157.36
2025-04-09,V,SELL,276.0,305.64
2025-04-10,NVDA,SELL,0.0,109.37
2025-04-10,V,BUY,0.0,328.02
2025-04-10,PG,BUY,0.0,162.9
2025-04-10,AMD,BUY,313.0,91.0
2025-04-10,GLD,SELL,475.0,288.81
2025-04-10,JPM,SELL,240.0,230.0
2025-04-10,MU,BUY,331.0,72.5
2025-04-10,PFE,BUY,3998.0,22.26
2025-04-10,XLF,SELL,1475.0,46.53
2025-04-11,PFE,SELL,0.0,21.59
2025-04-11,XLF,BUY,0.0,45.6
2025-04-11,JPM,BUY,0.0,226.31
2025-04-11,AMD,BUY,333.0,90.51
2025-04-11,GLD,SELL,446.0,297.96
2025-04-11,MU,BUY,359.0,69.04
2025-04-11,NVDA,BUY,291.0,108.5
2025-04-11,PG,SELL,615.0,163.37
2025-04-11,V,SELL,213.0,324.43
2025-04-14,NVDA,SELL,0.0,114.11
2025-04-14,V,BUY,0.0,336.41
2025-04-14,GLD,BUY,0.0,295.54
2025-04-14,AMD,BUY,316.0,97.11
2025-04-14,DIA,SELL,197.0,407.48
2025-04-14,MU,BUY,367.0,74.67
2025-04-14,PFE,BUY,3896.0,22.08
2025-04-14,PG,SELL,595.0,167.04
2025-04-14,XLF,SELL,1491.0,47.35
2025-04-15,PFE,SELL,0.0,22.17
2025-04-15,DIA,BUY,0.0,405.79
2025-04-15,AMD,BUY,317.0,94.66
2025-04-15,JPM,SELL,239.0,236.1
2025-04-15,MU,BUY,364.0,71.12
2025-04-15,PG,SELL,590.0,169.14
2025-04-15,WMT,BUY,660.0,94.82
2025-04-15,XLF,SELL,1493.0,47.42
2025-04-16,WMT,SELL,0.0,94.0
2025-04-16,JPM,BUY,0.0,232.0
2025-04-16,AMD,BUY,319.0,87.61
2025-04-16,GLD,SELL,442.0,304.65
2025-04-16,MU,BUY,370.0,67.93
2025-04-16,PFE,BUY,3829.0,22.49
2025-04-16,PG,SELL,601.0,169.29
2025-04-16,XLF,SELL,1513.0,47.17
2025-04-17,PFE,SELL,0.0,22.15
2025-04-17,XLF,BUY,0.0,46.5
2025-04-17,GLD,BUY,0.0,306.31
2025-04-17,AMD,BUY,339.0,88.84
2025-04-17,JPM,SELL,251.0,230.8
2025-04-17,MU,BUY,384.0,70.44
2025-04-17,NVDA,BUY,307.0,104.45
2025-04-17,PG,SELL,612.0,167.53
2025-04-17,V,SELL,215.0,331.07
2025-04-21,AMD,BUY,348.0,86.02
2025-04-21,JPM,SELL,252.0,230.63
2025-04-21,MU,BUY,394.0,67.76
2025-04-21,NVDA,BUY,319.0,98.77
2025-04-21,PG,SELL,582.0,169.89
2025-04-21,V,SELL,220.0,329.0
2025-04-22,NVDA,SELL,0.0,98.78
2025-04-22,JPM,BUY,0.0,231.98
2025-04-22,AMD,BUY,361.0,86.12
2025-04-22,MU,BUY,411.0,67.54
2025-04-22,NFLX,BUY,562.0,100.53
2025-04-22,PG,SELL,578.0,165.86
2025-04-22,V,SELL,224.0,323.86
2025-04-22,XLF,SELL,1608.0,46.34
2025-04-23,XLF,BUY,0.0,48.04
2025-04-23,AMD,BUY,363.0,91.88
2025-04-23,JPM,SELL,250.0,240.22
2025-04-23,MU,BUY,391.0,73.69
2025-04-23,NFLX,BUY,518.0,104.72
2025-04-23,PG,SELL,574.0,166.4
2025-04-23,V,SELL,211.0,337.24
2025-04-24,JPM,BUY,0.0,239.74
2025-04-24,PG,BUY,0.0,160.5
2025-04-24,AMD,BUY,346.0,91.59
2025-04-24,GLD,SELL,365.0,306.98
2025-04-24,MU,BUY,379.0,74.57
2025-04-24,NFLX,BUY,521.0,104.8
2025-04-24,V,SELL,212.0,333.28
2025-04-24,XLF,SELL,1518.0,47.55
2025-04-25,GLD,BUY,0.0,301.78
2025-04-25,AMD,BUY,331.0,93.28
2025-04-25,JPM,SELL,244.0,244.65
2025-04-25,MU,BUY,355.0,77.55
2025-04-25,NFLX,BUY,491.0,109.7
2025-04-25,V,SELL,214.0,334.76
2025-04-25,XLF,SELL,1519.0,48.01
2025-04-28,AMD,BUY,328.0,95.58
2025-04-28,JPM,SELL,249.0,244.56
2025-04-28,MU,BUY,348.0,78.77
2025-04-28,NFLX,BUY,497.0,110.0
2025-04-28,V,SELL,218.0,336.78
2025-04-28,XLF,SELL,1549.0,48.22
2025-04-29,AMD,BUY,334.0,95.76
2025-04-29,JPM,SELL,254.0,242.19
2025-04-29,MU,BUY,359.0,77.94
2025-04-29,NFLX,BUY,501.0,110.39
2025-04-29,V,SELL,220.0,338.5
2025-04-29,XLF,SELL,1568.0,48.18
2025-04-30,AMD,BUY,341.0,92.81
2025-04-30,JPM,SELL,256.0,241.21
2025-04-30,MU,BUY,372.0,73.62
2025-04-30,NFLX,BUY,501.0,111.27
2025-04-30,V,SELL,219.0,334.44
2025-04-30,XLF,SELL,1571.0,48.15
2025-05-01,AMD,BUY,341.0,99.27
2025-05-01,JPM,SELL,260.0,242.84
2025-05-01,MU,BUY,378.0,79.4
2025-05-01,NFLX,BUY,506.0,112.25
2025-05-01,V,SELL,220.0,345.58
2025-05-01,XLF,SELL,1593.0,48.58
2025-05-02,V,BUY,0.0,347.22
2025-05-02,AMD,BUY,349.0,98.4
2025-05-02,GLD,SELL,370.0,300.17
2025-05-02,JPM,SELL,261.0,251.26
2025-05-02,MU,BUY,379.0,79.58
2025-05-02,NFLX,BUY,514.0,113.67
2025-05-02,XLF,SELL,1619.0,49.49
2025-05-05,MU,SELL,0.0,79.41
2025-05-05,GLD,BUY,0.0,305.92
2025-05-05,AMD,BUY,345.0,99.0
2025-05-05,CSCO,SELL,1260.0,59.0
2025-05-05,JPM,SELL,256.0,251.18
2025-05-05,NFLX,BUY,509.0,111.48
2025-05-05,UNH,BUY,90.0,399.12
2025-05-05,XLF,SELL,1585.0,49.34
2025-05-06,UNH,SELL,0.0,402.8
2025-05-06,JPM,BUY,0.0,250.0
2025-05-06,AMD,BUY,344.0,98.41
2025-05-06,CSCO,SELL,1280.0,58.63
2025-05-06,NFLX,BUY,520.0,112.94
2025-05-06,V,SELL,226.0,346.4
2025-05-06,WMT,BUY,732.0,98.74
2025-05-06,XLF,SELL,1618.0,49.0
2025-05-07,V,BUY,0.0,348.7
2025-05-07,AMD,BUY,355.0,100.75
